job_id,title,role_id,role_title,category,company,company_type,company_tier,location,location_tier,min_experience_years,max_experience_years,avg_experience_years,required_skills,preferred_skills,all_skills,salary_min_lpa,salary_max_lpa,salary_mid_lpa,description,posted_days_ago,applicants_count
JOB-1034,Mid-Level Specialist QA Automation & SDET Engineer,sdet_qa_engineer,QA Automation & SDET Engineer,Software Engineering,NVIDIA Bangalore,AI Tech Giant,Tier-1,"Ahmedabad, Gujarat",Tier-3,3,6,3,"problem_solving,sql,javascript,linux,qa_automation,rest_apis,git,ci_cd,python",performance_testing,"problem_solving,sql,linux,javascript,qa_automation,performance_testing,rest_apis,git,ci_cd,python",8.4,22.8,15.6,"We are hiring a talented QA Automation & SDET Engineer to join NVIDIA Bangalore in Ahmedabad, Gujarat. Authors automated test suites, end-to-end integration frameworks, and load testing harnesses. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Problem Solving, Sql, Javascript, Linux, Qa Automation, Rest Apis, Git, Ci Cd, Python. Preferred / Good to have: Performance Testing. Strong analytical mindset, problem-solving, and communication skills required.",8,76
JOB-1035,Junior Big Data Solutions Architect,big_data_architect,Big Data Solutions Architect,Engineering,Infosys Center of AI,IT Services & Enterprise,Tier-2,"Chennai, Tamil Nadu",Tier-2,0,1,0,"sql,apache_spark,aws,apache_kafka,scala,system_design,hadoop,python",,"sql,apache_spark,python,aws,apache_kafka,system_design,hadoop,scala",7.9,20.6,14.2,"We are hiring a talented Big Data Solutions Architect to join Infosys Center of AI in Chennai, Tamil Nadu. Architects petabyte-scale distributed data streaming, lakehouse architectures, and real-time event infrastructure. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 0+ years of experience with Sql, Apache Spark, Aws, Apache Kafka, Scala, System Design, Hadoop, Python. Preferred / Good to have: . Strong analytical mindset, problem-solving, and communication skills required.",18,79
JOB-1036,Junior Associate NLP / LLM Engineer,nlp_engineer,NLP / LLM Engineer,Data Science,Amazon Development Centre,Tech Giant,Tier-1,"Bangalore, Karnataka",Tier-1,1,3,3,"machine_learning,fastapi,llms,pytorch,rest_apis,nlp,deep_learning,python",mlops,"machine_learning,fastapi,llms,pytorch,rest_apis,nlp,deep_learning,mlops,python",20.1,58.5,39.3,"We are hiring a talented NLP / LLM Engineer to join Amazon Development Centre in Bangalore, Karnataka. Develops conversational AI systems, RAG pipelines, LLM fine-tuning, and semantic search architectures. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Machine Learning, Fastapi, Llms, Pytorch, Rest Apis, Nlp, Deep Learning, Python. Preferred / Good to have: Mlops. Strong analytical mindset, problem-solving, and communication skills required.",4,48
JOB-1037,Junior Associate Backend Software Engineer,backend_developer,Backend Software Engineer,Software Engineering,NVIDIA Bangalore,AI Tech Giant,Tier-1,"Hyderabad, Telangana",Tier-1,1,3,3,"postgresql,linux,docker,django,rest_apis,data_structures_algorithms,system_design,git,python",redis,"redis,postgresql,linux,docker,django,rest_apis,data_structures_algorithms,system_design,git,python",12.7,35.3,24.0,"We are hiring a talented Backend Software Engineer to join NVIDIA Bangalore in Hyderabad, Telangana. Architects resilient server-side applications, database schemas, REST APIs, and microservices. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Postgresql, Linux, Docker, Django, Rest Apis, Data Structures Algorithms, System Design, Git, Python. Preferred / Good to have: Redis. Strong analytical mindset, problem-solving, and communication skills required.",14,171
JOB-1038,Senior Engineer Cybersecurity & Security Operations Engineer,cybersecurity_engineer,Cybersecurity & Security Operations Engineer,Cloud & Infrastructure,Flipkart,High-Growth Unicorn,Tier-1,Remote (India),Remote,6,10,6,"communication,linux,docker,siem,bash,aws,git,penetration_testing,cybersecurity,python",ci_cd,"communication,linux,docker,siem,bash,aws,git,penetration_testing,ci_cd,cybersecurity,python",18.0,48.7,33.4,"We are hiring a talented Cybersecurity & Security Operations Engineer to join Flipkart in Remote (India). Protects digital assets, performs penetration testing, analyzes threat telemetry, and mitigates security vulnerabilities. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 6+ years of experience with Communication, Linux, Docker, Siem, Bash, Aws, Git, Penetration Testing, Cybersecurity, Python. Preferred / Good to have: Ci Cd. Strong analytical mindset, problem-solving, and communication skills required.",8,162
JOB-1039,Junior Quantitative Research Analyst,quant_analyst,Quantitative Research Analyst,Analytics & Finance,PhonePe,Fintech Unicorn,Tier-1,"Ahmedabad, Gujarat",Tier-3,0,1,0,"machine_learning,cpp,sql,r,python,scikit_learn,pandas,numpy,statistics,time_series",deep_learning,"time_series,machine_learning,cpp,sql,r,scikit_learn,pandas,numpy,statistics,deep_learning,python",9.0,27.4,18.2,"We are hiring a talented Quantitative Research Analyst to join PhonePe in Ahmedabad, Gujarat. Develops mathematical trading algorithms, risk models, statistical arbitrage strategies, and market backtests. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 0+ years of experience with Machine Learning, Cpp, Sql, R, Python, Scikit Learn, Pandas, Numpy, Statistics, Time Series. Preferred / Good to have: Deep Learning. Strong analytical mindset, problem-solving, and communication skills required.",24,306
JOB-1040,Junior Associate Generative AI & Agentic AI Specialist,genai_engineer,Generative AI & Agentic AI Specialist,Data Science & AI,IBM India Research,Enterprise Tech,Tier-2,"Hyderabad, Telangana",Tier-1,1,3,2,"redis,fastapi,llms,pytorch,aws,rest_apis,nlp,git,python","elasticsearch,mlops","redis,fastapi,aws,llms,pytorch,rest_apis,nlp,git,elasticsearch,mlops,python",14.7,46.0,30.4,"We are hiring a talented Generative AI & Agentic AI Specialist to join IBM India Research in Hyderabad, Telangana. Architects multi-agent AI systems, custom vector embeddings, LLM orchestration, and enterprise RAG solutions. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Redis, Fastapi, Llms, Pytorch, Aws, Rest Apis, Nlp, Git, Python. Preferred / Good to have: Elasticsearch, Mlops. Strong analytical mindset, problem-solving, and communication skills required.",27,309
JOB-1041,Junior Associate Cybersecurity & Security Operations Engineer,cybersecurity_engineer,Cybersecurity & Security Operations Engineer,Cloud & Infrastructure,Microsoft IDC,Tech Giant,Tier-1,Gurgaon / Delhi NCR,Tier-1,1,3,1,"problem_solving,linux,siem,bash,git,penetration_testing,cybersecurity,python",network_security,"problem_solving,linux,siem,network_security,bash,git,penetration_testing,cybersecurity,python",10.7,29.5,20.1,"We are hiring a talented Cybersecurity & Security Operations Engineer to join Microsoft IDC in Gurgaon / Delhi NCR. Protects digital assets, performs penetration testing, analyzes threat telemetry, and mitigates security vulnerabilities. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Problem Solving, Linux, Siem, Bash, Git, Penetration Testing, Cybersecurity, Python. Preferred / Good to have: Network Security. Strong analytical mindset, problem-solving, and communication skills required.",6,183
JOB-1042,Mid-Level Specialist Frontend Engineer (React / Next.js),frontend_developer,Frontend Engineer (React / Next.js),Software Engineering,NVIDIA Bangalore,AI Tech Giant,Tier-1,Gurgaon / Delhi NCR,Tier-1,3,6,6,"vue,typescript,javascript,docker,data_structures_algorithms,react,git","node_js,ci_cd,angular","vue,typescript,javascript,docker,node_js,angular,data_structures_algorithms,react,git,ci_cd",15.4,40.4,27.9,"We are hiring a talented Frontend Engineer (React / Next.js) to join NVIDIA Bangalore in Gurgaon / Delhi NCR. Builds performant, accessible web applications, responsive user interfaces, and state-managed frontends. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 6+ years of experience with Vue, Typescript, Javascript, Docker, Data Structures Algorithms, React, Git. Preferred / Good to have: Node Js, Ci Cd, Angular. Strong analytical mindset, problem-solving, and communication skills required.",17,200
JOB-1043,Mid-Level Specialist DevSecOps Engineer,devsecops_engineer,DevSecOps Engineer,Cloud & Infrastructure,NVIDIA Bangalore,AI Tech Giant,Tier-1,"Ahmedabad, Gujarat",Tier-3,3,6,4,"linux,terraform,docker,aws,kubernetes,system_design,ci_cd,cybersecurity",siem,"terraform,linux,docker,siem,aws,kubernetes,system_design,ci_cd,cybersecurity",17.7,45.6,31.6,"We are hiring a talented DevSecOps Engineer to join NVIDIA Bangalore in Ahmedabad, Gujarat. Embeds automated security scanning, compliance gates, and secret management into continuous delivery pipelines. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 4+ years of experience with Linux, Terraform, Docker, Aws, Kubernetes, System Design, Ci Cd, Cybersecurity. Preferred / Good to have: Siem. Strong analytical mindset, problem-solving, and communication skills required.",14,62
JOB-1044,Senior Engineer MLOps Engineer,mlops_engineer,MLOps Engineer,Engineering & DevOps,Goldman Sachs,Fintech & Investment Banking,Tier-1,"Ahmedabad, Gujarat",Tier-3,6,10,7,"linux,docker,fastapi,aws,kubernetes,mlops,ci_cd,python","apache_spark,rest_apis,deep_learning","linux,docker,apache_spark,fastapi,aws,kubernetes,rest_apis,deep_learning,mlops,ci_cd,python",24.3,57.8,41.0,"We are hiring a talented MLOps Engineer to join Goldman Sachs in Ahmedabad, Gujarat. Automates machine learning model lifecycles, CI/CD orchestration, registry, and drift monitoring. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 7+ years of experience with Linux, Docker, Fastapi, Aws, Kubernetes, Mlops, Ci Cd, Python. Preferred / Good to have: Apache Spark, Rest Apis, Deep Learning. Strong analytical mindset, problem-solving, and communication skills required.",29,84
JOB-1045,Junior Associate Machine Learning Engineer,ml_engineer,Machine Learning Engineer,Data Science & Engineering,InMobi,AdTech Unicorn,Tier-1,"Noida, Uttar Pradesh",Tier-2,1,3,3,"machine_learning,docker,fastapi,pytorch,tensorflow,rest_apis,deep_learning,mlops,python",scikit_learn,"machine_learning,docker,scikit_learn,fastapi,tensorflow,pytorch,rest_apis,deep_learning,mlops,python",15.5,37.3,26.4,"We are hiring a talented Machine Learning Engineer to join InMobi in Noida, Uttar Pradesh. Scales, optimizes, and deploys production machine learning systems, pipelines, and inference servers. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Machine Learning, Docker, Fastapi, Pytorch, Tensorflow, Rest Apis, Deep Learning, Mlops, Python. Preferred / Good to have: Scikit Learn. Strong analytical mindset, problem-solving, and communication skills required.",30,179
JOB-1046,Junior Associate Product & Growth Analyst,product_analyst,Product & Growth Analyst,Analytics,Razorpay,Fintech Unicorn,Tier-1,Remote (India),Remote,1,3,2,"product_analytics,sql,excel,tableau,statistics,business_intelligence,python","communication,problem_solving,dbt","problem_solving,communication,product_analytics,sql,excel,tableau,statistics,business_intelligence,python,dbt",9.5,23.2,16.4,"We are hiring a talented Product & Growth Analyst to join Razorpay in Remote (India). Drives product experimentation, user funnel optimization, cohort retention, and A/B test analysis. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Product Analytics, Sql, Excel, Tableau, Statistics, Business Intelligence, Python. Preferred / Good to have: Communication, Problem Solving, Dbt. Strong analytical mindset, problem-solving, and communication skills required.",17,248
JOB-1047,Senior Engineer Data Analyst,data_analyst,Data Analyst,Analytics,Fractal Analytics,Analytics Consultancy,Tier-2,"Noida, Uttar Pradesh",Tier-2,6,10,7,"communication,sql,excel,matplotlib_seaborn,tableau,statistics,power_bi,agile_scrum,business_intelligence,python","r,pandas","communication,sql,r,excel,matplotlib_seaborn,pandas,tableau,statistics,power_bi,agile_scrum,business_intelligence,python",7.5,17.9,12.7,"We are hiring a talented Data Analyst to join Fractal Analytics in Noida, Uttar Pradesh. Analyzes complex datasets to deliver actionable business insights, dashboards, and KPI metrics. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 7+ years of experience with Communication, Sql, Excel, Matplotlib Seaborn, Tableau, Statistics, Power Bi, Agile Scrum, Business Intelligence, Python. Preferred / Good to have: R, Pandas. Strong analytical mindset, problem-solving, and communication skills required.",30,162
JOB-1048,Principal MLOps Engineer,mlops_engineer,MLOps Engineer,Engineering & DevOps,Zomato,High-Growth Unicorn,Tier-1,"Noida, Uttar Pradesh",Tier-2,10,15,15,"machine_learning,linux,docker,kubernetes,mlops,ci_cd,python",gcp,"machine_learning,linux,docker,kubernetes,mlops,ci_cd,python,gcp",37.6,96.5,67.0,"We are hiring a talented MLOps Engineer to join Zomato in Noida, Uttar Pradesh. Automates machine learning model lifecycles, CI/CD orchestration, registry, and drift monitoring. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 15+ years of experience with Machine Learning, Linux, Docker, Kubernetes, Mlops, Ci Cd, Python. Preferred / Good to have: Gcp. Strong analytical mindset, problem-solving, and communication skills required.",8,286
